Name,PA,BB%,K%,AVG,OBP,SLG,OPS
Jake Elmore,457.000,13.300,12.000,0.258,0.365,0.351,0.716
Jake Gatewood,524.000,3.400,26.900,0.240,0.268,0.391,0.659
Jake Goebbert,591.000,8.800,13.200,0.291,0.363,0.445,0.808
Jake Hager,501.000,8.000,12.000,0.281,0.345,0.412,0.757
Jake Jefferies,490.000,7.600,7.100,0.261,0.326,0.359,0.686
Jake Kuebler,379.000,10.000,24.000,0.209,0.291,0.333,0.624
Jake Marisnick,523.000,8.200,17.400,0.320,0.392,0.496,0.888
Jake Noll,438.000,4.600,14.600,0.270,0.312,0.448,0.759
Jake Ring,513.000,7.200,27.300,0.272,0.328,0.457,0.785
Jake Shaffer,381.000,4.500,16.500,0.285,0.318,0.420,0.738
Jake Skole,501.000,13.000,27.500,0.264,0.366,0.389,0.755
Jake Stewart,418.000,8.400,30.100,0.214,0.285,0.376,0.660
Jalen Miller,500.000,5.200,21.400,0.223,0.271,0.322,0.593
Jamal Austin,497.000,5.800,13.300,0.283,0.326,0.341,0.667
Jamar Walton,383.000,5.500,22.500,0.266,0.305,0.392,0.698
James Baldwin,465.352,9.286,35.746,0.222,0.307,0.359,0.666
James Beresford,523.086,6.493,12.091,0.293,0.346,0.339,0.684
James Guerrero,454.000,14.300,11.900,0.226,0.351,0.320,0.671
James Jones,560.000,11.100,21.800,0.269,0.356,0.432,0.788
James Nelson,432.000,6.000,24.500,0.309,0.354,0.456,0.810
James Ramsay,509.000,11.600,19.800,0.247,0.339,0.373,0.713
James Robbins,524.000,3.100,30.200,0.251,0.283,0.406,0.690
James Simmons,386.000,5.700,34.200,0.232,0.277,0.325,0.602
James Skelton,417.000,13.200,12.700,0.309,0.402,0.448,0.850
James Vasquez,529.000,8.100,17.400,0.223,0.295,0.358,0.653
James Wooster,403.000,8.200,23.300,0.260,0.319,0.418,0.737
Jamie Johnson,555.000,17.700,13.700,0.284,0.413,0.388,0.802
Jamie Romak,420.000,14.000,24.300,0.247,0.369,0.471,0.840
Jamie Westbrook,565.000,6.700,17.300,0.259,0.314,0.375,0.689
Jamodrick McGruder,416.000,13.900,17.800,0.235,0.347,0.350,0.697
Jared Bolden,416.000,9.100,21.400,0.238,0.308,0.293,0.601
Jared Clark,471.000,16.100,24.000,0.299,0.412,0.541,0.953
Jared Keel,400.000,14.000,19.800,0.261,0.386,0.494,0.880
Jared Prince,525.000,10.900,11.400,0.270,0.370,0.390,0.759
Jared Reaves,425.000,6.600,20.500,0.271,0.341,0.367,0.708
Jared Simon,466.000,7.300,24.200,0.266,0.342,0.429,0.771
Jared Walsh,430.000,7.200,18.800,0.290,0.344,0.425,0.769
Jarek Cunningham,533.000,5.600,24.800,0.258,0.309,0.436,0.745
Jase Turner,385.000,9.600,32.500,0.212,0.296,0.332,0.628
Jason Christian,378.000,10.800,18.300,0.261,0.341,0.385,0.726
Jason Coats,565.000,5.500,15.000,0.271,0.320,0.426,0.747
Jason Delaney,518.000,10.800,15.300,0.300,0.379,0.432,0.811
Jason Denham,509.000,11.200,20.600,0.255,0.341,0.341,0.682
Jason Esposito,512.000,5.100,22.100,0.209,0.260,0.277,0.537
Jason Hagerty,534.000,16.500,19.500,0.302,0.423,0.494,0.917
Jason Heyward,508.000,9.600,14.600,0.323,0.388,0.483,0.871
Jason King,378.000,6.600,14.000,0.253,0.307,0.400,0.707
Jason Krizan,426.000,11.700,11.300,0.244,0.333,0.337,0.670
Jason Martin,460.000,10.200,16.100,0.270,0.346,0.396,0.742
Jason Martinson,523.000,12.600,27.500,0.252,0.360,0.448,0.808
Jason Place,517.000,10.100,30.900,0.214,0.298,0.359,0.657
Jason Taylor,533.000,15.200,18.200,0.242,0.372,0.418,0.790
Jason Van Kooten,402.000,6.700,19.900,0.283,0.350,0.373,0.723
Javier Betancourt,612.000,4.200,13.200,0.269,0.307,0.344,0.651
Javier Castillo,378.000,7.700,16.900,0.256,0.321,0.404,0.725
Javier Guerra,477.000,6.300,23.500,0.279,0.329,0.449,0.778
Javis Diaz,524.000,8.800,19.700,0.277,0.347,0.377,0.724
Jay Austin,435.000,7.100,17.900,0.267,0.320,0.360,0.680
Jay Brossman,525.000,7.800,20.200,0.239,0.313,0.402,0.715
Jay Bruce,498.000,8.800,21.300,0.291,0.355,0.516,0.871
Jay Cox,493.000,9.700,21.100,0.277,0.348,0.449,0.797
Jean Segura,581.000,7.700,12.400,0.313,0.365,0.464,0.829
Jeff Baisley,545.000,11.400,15.800,0.298,0.382,0.519,0.901
Jeff Bianchi,403.000,6.200,17.900,0.247,0.296,0.315,0.611
Jeff Gardner,453.000,8.400,19.900,0.226,0.296,0.345,0.641
Jeff Gelalich,518.000,11.000,20.700,0.245,0.331,0.300,0.630
Jeff Holm,524.000,10.500,14.300,0.270,0.344,0.397,0.741
Jeff Howell,431.000,10.200,19.000,0.249,0.329,0.345,0.674
Jeff Kemp,473.000,3.600,20.700,0.254,0.294,0.359,0.653
Jeff Malm,540.000,11.500,23.500,0.263,0.356,0.438,0.793
Jeff Zimmerman,377.000,9.000,21.500,0.212,0.289,0.347,0.636
Jeffrey Baez,403.000,5.500,16.600,0.284,0.324,0.427,0.751
Jeffrey Cunningham,455.000,10.300,29.500,0.257,0.338,0.458,0.796
Jeffrey Hehr,401.000,5.700,18.200,0.240,0.291,0.339,0.630
Jefry Marte,526.000,4.800,22.200,0.233,0.279,0.338,0.617
Jefry Sierra,405.000,4.400,28.900,0.234,0.270,0.297,0.566
Jeimer Candelario,572.000,11.900,15.400,0.256,0.346,0.396,0.742
Jeramy Laster,441.000,8.400,32.000,0.276,0.348,0.468,0.816
Jeremy Barfield,460.000,10.400,21.300,0.262,0.343,0.389,0.732
Jeremy Barnes,461.000,12.600,18.700,0.292,0.383,0.441,0.824
Jeremy Cruz,495.000,8.100,18.000,0.261,0.324,0.391,0.715
Jeremy Hazelbaker,508.000,11.600,26.600,0.267,0.360,0.455,0.815
Jeremy Hunt,409.000,8.100,20.800,0.260,0.328,0.417,0.745
Jeremy Moore,389.000,5.400,32.100,0.240,0.284,0.478,0.762
Jeremy Rathjen,527.000,10.600,18.800,0.232,0.337,0.349,0.686
Jeremy Rivera,399.000,4.800,13.500,0.260,0.300,0.334,0.634
Jeremy Slayden,454.000,9.000,19.600,0.310,0.381,0.510,0.891
Jeremy Sy,397.000,12.600,23.400,0.216,0.324,0.393,0.718
Jeremy Synan,417.000,7.900,20.100,0.291,0.353,0.483,0.835
Jermaine Mitchell,513.000,14.400,22.400,0.288,0.390,0.413,0.803
Jerrick Suiter,441.000,10.400,13.400,0.299,0.382,0.394,0.776
Jerrud Sabourin,538.000,9.500,14.300,0.297,0.369,0.379,0.748
Jesmuel Valentin,462.000,8.200,15.600,0.280,0.349,0.430,0.779
Jesse Bosnik,403.000,6.500,16.600,0.239,0.290,0.360,0.651
Jesse Wierzbicki,385.000,10.100,15.300,0.264,0.358,0.394,0.752
Jesse Winker,486.000,13.000,15.400,0.281,0.379,0.463,0.841
Jesus Aguilar,397.000,8.800,24.700,0.292,0.370,0.544,0.915
Jesus Arredondo,438.000,6.400,9.400,0.254,0.305,0.340,0.645
Jesus Brito,432.000,11.100,28.500,0.197,0.289,0.358,0.647
Jesus Galindo,370.000,8.400,21.600,0.273,0.342,0.322,0.664
Jesus Lopez,441.000,9.800,13.400,0.232,0.309,0.300,0.609
Jesus Montero,569.000,6.500,14.600,0.326,0.376,0.491,0.868
Jesus Sanchez,512.000,6.300,17.800,0.305,0.348,0.478,0.826
Jesus Solorzano,523.000,4.600,21.200,0.285,0.325,0.450,0.775
Jesus Valdez,547.000,4.000,13.300,0.302,0.340,0.384,0.724
Jeudy Valdez,590.000,7.300,19.500,0.247,0.302,0.380,0.682
Jhalan Jackson,431.000,8.800,26.500,0.236,0.311,0.415,0.725
Jiandido Tromp,451.000,6.000,25.900,0.216,0.268,0.354,0.623
Jim Adduci,436.000,6.900,22.500,0.292,0.345,0.362,0.706
Jim Gallagher,518.000,5.200,14.500,0.267,0.308,0.437,0.744
Jim Murphy,510.540,11.614,24.932,0.273,0.376,0.479,0.856
Jim Negrych,376.000,7.200,12.800,0.282,0.340,0.365,0.705
Jimmy Allen,424.000,5.000,17.700,0.272,0.325,0.360,0.685
Jimmy Cesario,536.000,5.800,14.200,0.285,0.333,0.418,0.751
Jimmy Paredes,590.000,4.200,18.100,0.287,0.317,0.417,0.735
Jimmy Rider,416.000,13.900,17.100,0.256,0.368,0.351,0.718
Jimmy Van Ostrand,407.000,9.300,15.700,0.289,0.360,0.455,0.814
Jimmy Yezzo,493.000,4.100,15.600,0.270,0.306,0.406,0.712
Jio Mier,573.000,11.000,18.700,0.235,0.323,0.314,0.637
Jiwan James,617.000,5.700,21.400,0.270,0.321,0.365,0.686
Joantgel Segovia,444.000,5.000,15.100,0.220,0.262,0.254,0.516
Joe Bennie,543.000,12.200,25.200,0.272,0.363,0.430,0.793
Joe Benson,507.000,9.700,24.500,0.255,0.347,0.368,0.715
Joe DeCarlo,477.000,14.700,25.800,0.203,0.348,0.333,0.681
Joe Dickerson,466.000,8.200,16.300,0.289,0.354,0.375,0.729
Joe Jackson,385.000,9.400,15.300,0.293,0.364,0.422,0.786
Joe Mahoney,411.290,6.570,23.057,0.252,0.305,0.380,0.685
Joe Munoz,406.000,11.100,26.100,0.246,0.337,0.364,0.701
Joe Napoli,422.000,6.600,22.000,0.255,0.339,0.427,0.766
Joe Rizzo,480.000,13.100,23.500,0.254,0.354,0.346,0.701
Joe Sever,427.000,7.500,18.700,0.272,0.333,0.402,0.735
Joe Winker,474.000,7.600,23.200,0.225,0.289,0.385,0.674
Joel Hutter,499.000,10.600,15.200,0.230,0.317,0.334,0.651
Joey Curletta,568.000,7.200,19.500,0.277,0.333,0.380,0.713
Joey Gallo,446.000,10.800,37.000,0.245,0.334,0.610,0.944
Joey Meneses,414.000,6.800,23.400,0.257,0.308,0.349,0.657
Joey Metropoulos,476.000,12.800,19.100,0.270,0.378,0.427,0.805
Joey Pankake,525.000,9.900,17.900,0.268,0.342,0.366,0.707
Joey Rickard,559.000,14.000,17.500,0.270,0.390,0.409,0.799
Joey Side,557.000,9.500,12.900,0.291,0.376,0.379,0.754
Joey Wong,412.000,6.600,14.800,0.286,0.353,0.408,0.761
Johan Camargo,478.000,7.100,10.500,0.267,0.320,0.324,0.643
Johermyn Chavez,512.383,6.434,26.321,0.252,0.314,0.408,0.723
John Matulia,488.000,6.400,18.400,0.257,0.312,0.352,0.664
John Mayberry Jr.,536.000,11.000,21.800,0.268,0.358,0.479,0.838
John Mora,481.000,11.900,14.600,0.278,0.368,0.428,0.796
John Norwood,499.000,8.400,22.600,0.233,0.304,0.392,0.696
John Raynor,526.000,12.500,18.600,0.333,0.429,0.519,0.948
John Sansone,445.000,10.800,28.800,0.216,0.322,0.384,0.706
John Schuknecht,389.000,8.200,30.600,0.171,0.257,0.298,0.555
John Shelby,538.000,6.500,14.300,0.301,0.352,0.508,0.860
John Tolisano,496.000,11.300,22.200,0.229,0.315,0.354,0.669
John Urick,430.000,12.300,23.300,0.265,0.368,0.401,0.769
John Whittleman,476.214,13.122,20.078,0.246,0.343,0.401,0.744
John Wooten,555.000,9.500,20.400,0.257,0.333,0.430,0.764
Johneshwy Fargas,458.000,6.100,14.200,0.278,0.347,0.349,0.696
Johnny Davis,483.000,7.200,24.000,0.258,0.317,0.284,0.601
Jon Garcia,513.000,6.600,25.900,0.228,0.290,0.420,0.710
Jon Gilmore,547.000,6.200,15.200,0.274,0.322,0.361,0.683
Jon Mark Owings,446.000,7.600,21.100,0.256,0.319,0.432,0.751
Jon Singleton,450.000,13.800,16.400,0.290,0.393,0.479,0.872
Jon Still,454.000,19.200,18.700,0.292,0.432,0.542,0.973
Jon Waltenbury,444.000,9.200,20.500,0.236,0.306,0.326,0.632
Jonah Arenado,561.000,4.300,16.800,0.264,0.293,0.367,0.660
Jonathan Diaz,473.000,17.300,11.600,0.246,0.406,0.342,0.747
Jonathan Fulton,415.000,5.300,26.000,0.262,0.308,0.429,0.737
Jonathan Galvez,466.000,12.400,26.000,0.259,0.360,0.397,0.757
Jonathan Greene,536.000,8.000,25.000,0.239,0.349,0.443,0.792
Jonathan Johnson,500.000,15.200,9.000,0.268,0.396,0.373,0.769
Jonathan Meyer,507.000,7.300,21.300,0.245,0.304,0.317,0.621
Jonathan Morales,462.000,5.400,11.900,0.269,0.313,0.356,0.669
Jonathan Rodriguez,488.000,15.800,22.300,0.251,0.389,0.472,0.861
Jonathan Villar,420.000,6.200,24.500,0.272,0.332,0.358,0.690
Jonel Pacheco,513.002,7.601,14.199,0.290,0.347,0.479,0.825
Jordan Akins,447.000,2.700,36.200,0.199,0.224,0.323,0.547
Jordan Edgerton,450.000,5.800,18.900,0.245,0.290,0.317,0.607
Jordan Lennerton,505.000,12.700,25.100,0.282,0.370,0.434,0.804
Jordan Luplow,465.000,12.700,14.400,0.264,0.366,0.464,0.830
Jordan Newton,397.000,5.000,24.400,0.267,0.310,0.438,0.748
Jordan Pacheco,507.000,7.500,8.700,0.322,0.379,0.492,0.871
Jordan Parraz,530.000,8.900,16.800,0.281,0.364,0.446,0.810
Jordan Patterson,532.000,8.600,22.200,0.278,0.359,0.430,0.790
Jordan Renz,499.000,7.000,35.700,0.222,0.289,0.440,0.729
Jordan Schafer,422.000,6.600,22.500,0.240,0.293,0.376,0.669
Jordan Scott,468.308,11.754,16.997,0.242,0.333,0.300,0.633
Jordan Serena,436.000,8.700,21.800,0.253,0.332,0.329,0.661
Jordan Smith,515.000,6.800,10.100,0.316,0.367,0.453,0.820
Jordan Walton,446.000,7.000,17.300,0.278,0.333,0.375,0.708
Jorge Alfaro,420.000,6.700,26.400,0.258,0.338,0.452,0.790
Jorge Bonifacio,448.000,6.700,18.800,0.282,0.336,0.432,0.768
Jorge Martinez,406.000,6.200,29.600,0.191,0.244,0.324,0.568
Jorge Mateo,409.000,8.800,19.600,0.268,0.338,0.378,0.716
Jorge Ona,465.000,8.600,24.700,0.277,0.351,0.405,0.755
Jorge Polanco,523.000,8.000,11.300,0.308,0.362,0.452,0.813
Jose Altuve,434.000,7.600,11.300,0.308,0.364,0.445,0.809
Jose Azocar,532.000,4.700,22.400,0.281,0.315,0.335,0.650
Jose Bonilla,387.000,7.500,23.800,0.217,0.281,0.311,0.591
Jose Brizuela,436.000,11.200,20.400,0.270,0.358,0.446,0.804
Jose Cardona,526.000,7.600,13.900,0.254,0.317,0.380,0.696
Jose Castro,496.000,4.200,10.500,0.219,0.286,0.251,0.537
Jose Cuevas,385.000,7.500,15.100,0.212,0.281,0.323,0.604
Jose Duarte,520.000,9.400,19.000,0.266,0.338,0.345,0.684
Jose Garcia,400.000,11.300,22.000,0.251,0.338,0.367,0.705
Jose Hernandez,438.000,11.600,18.500,0.271,0.372,0.436,0.808
Jose Jimenez,376.000,7.400,19.900,0.253,0.316,0.426,0.742
Jose Marmolejos,521.000,6.700,17.100,0.310,0.363,0.485,0.848
Jose Mojica,419.000,6.200,15.800,0.262,0.312,0.337,0.649
Jose Osuna,524.000,5.900,15.600,0.280,0.324,0.454,0.779
Jose Pena,432.000,5.600,21.500,0.234,0.283,0.357,0.640
Jose Peraza,504.000,6.700,12.700,0.288,0.341,0.371,0.712
Jose Pineda,547.000,11.900,24.100,0.254,0.355,0.408,0.763
Jose Pirela,447.000,8.300,14.500,0.295,0.354,0.381,0.736
Jose Pujols,549.000,8.000,32.600,0.241,0.306,0.440,0.746
Jose Siri,552.000,6.000,23.600,0.293,0.341,0.530,0.871
Jose Torres,381.000,9.200,10.500,0.251,0.331,0.284,0.615
Jose Trevino,449.000,4.000,13.400,0.262,0.291,0.415,0.707
Jose Vallejo,555.259,6.871,18.587,0.252,0.308,0.306,0.614
Jose Vinicio,418.000,2.900,25.800,0.192,0.225,0.256,0.481
Joseph Daris,437.000,7.600,17.600,0.272,0.336,0.396,0.732
Joseph Dunigan,480.000,6.300,29.600,0.240,0.299,0.421,0.720
Joseph Monge,412.000,5.100,21.600,0.241,0.287,0.335,0.622
Joseph Nowicki,550.000,8.400,25.800,0.276,0.345,0.490,0.835
Joseph Rapp,383.000,5.000,25.600,0.267,0.328,0.375,0.703
Joseph Tucker,413.000,5.300,11.600,0.286,0.341,0.362,0.704
Josh Adams,546.000,8.200,17.600,0.264,0.327,0.417,0.744
Josh Bell,482.340,9.496,20.737,0.284,0.353,0.461,0.814
Josh Flores,526.000,6.300,20.300,0.253,0.313,0.371,0.684
Josh Fuentes,385.000,7.500,16.600,0.252,0.322,0.383,0.705
Josh Johnson,497.000,18.700,14.500,0.241,0.391,0.312,0.704
Josh Lowe,507.000,8.300,28.400,0.268,0.326,0.386,0.712
Josh Mazzola,499.903,8.002,21.665,0.273,0.345,0.443,0.787
Josh Morgan,416.000,10.800,12.700,0.288,0.385,0.362,0.747
Josh Ockimey,499.000,17.600,25.900,0.226,0.367,0.425,0.792
Josh Reddick,403.000,6.500,12.700,0.306,0.352,0.531,0.884
Josh Richmond,516.000,7.800,22.100,0.247,0.318,0.409,0.727
Josh Satin,520.000,14.000,19.800,0.284,0.385,0.418,0.803
Josh Thole,458.000,13.300,12.400,0.267,0.372,0.311,0.683
Josh Tobias,415.000,7.500,14.200,0.304,0.375,0.444,0.819
Josh VanMeter,458.000,7.400,19.000,0.254,0.311,0.333,0.644
Josh Whitaker,448.000,9.800,23.900,0.326,0.402,0.556,0.957
Joshua Palacios,419.000,10.000,18.600,0.280,0.360,0.361,0.722
Josmar Cordero,421.000,4.800,20.400,0.244,0.298,0.380,0.678
Josmil Pinto,392.000,8.200,17.100,0.225,0.295,0.378,0.672
Josue Calzado,501.000,5.400,18.200,0.271,0.311,0.394,0.705
Jovan Rosa,536.000,7.500,23.700,0.293,0.353,0.443,0.796
Jovanny Rosario,524.000,5.700,17.900,0.270,0.315,0.353,0.667
Juan Ciriaco,400.000,5.300,15.500,0.279,0.319,0.355,0.674
Juan Diaz,497.000,5.600,17.300,0.233,0.275,0.306,0.581
Juan Duran,404.000,8.400,37.600,0.264,0.329,0.463,0.792
Juan Francisco,562.000,4.100,28.600,0.268,0.301,0.463,0.763
Juan Herrera,416.000,5.800,13.700,0.274,0.320,0.364,0.685
Juan Kelly,548.000,10.400,20.600,0.274,0.356,0.448,0.804
Juan Perez,521.926,7.150,18.229,0.249,0.311,0.391,0.702
Juan Sanchez,423.000,5.400,18.000,0.253,0.310,0.324,0.634
Juan Silva,465.000,14.800,23.400,0.271,0.380,0.413,0.794
Juan Valdes,391.000,14.300,22.500,0.225,0.338,0.328,0.666
Juan Yepez,480.000,5.600,21.700,0.265,0.308,0.388,0.696
Julian Williams,404.677,13.019,15.769,0.250,0.371,0.317,0.689
Julio Cedeno,409.000,7.300,18.300,0.261,0.317,0.356,0.673
Julio Perez,443.000,3.800,22.800,0.267,0.303,0.451,0.754
Juniel Querecuto,412.959,7.665,14.949,0.269,0.327,0.325,0.652
Junior Arias,388.000,5.200,24.700,0.208,0.255,0.313,0.568
Junior Lake,491.000,3.700,28.100,0.248,0.277,0.365,0.642
Jurickson Profar,516.000,12.600,12.200,0.286,0.390,0.493,0.883
Justin Atkinson,424.000,7.100,22.400,0.190,0.248,0.284,0.532
Justin Bass,435.514,6.401,16.616,0.246,0.307,0.392,0.700
Justin Baum,500.000,9.800,22.200,0.264,0.341,0.400,0.741
Justin Bloxom,454.000,5.900,17.000,0.309,0.355,0.476,0.831
Justin Bour,547.000,10.600,18.300,0.291,0.375,0.436,0.811
Justin Chigbogu,392.000,8.400,34.700,0.209,0.278,0.387,0.665
Justin Ellison,476.000,7.800,18.500,0.247,0.304,0.370,0.673
Justin Gominsky,381.000,8.900,18.100,0.241,0.318,0.310,0.628
Justin Henry,532.000,8.300,6.800,0.295,0.356,0.360,0.716
Justin Higley,444.000,9.500,33.300,0.237,0.313,0.361,0.674
Justin Howard,531.000,14.700,21.100,0.262,0.369,0.393,0.762
Justin Jackson,528.000,11.700,29.200,0.238,0.340,0.368,0.708
Justin Justice,472.000,8.700,21.400,0.295,0.360,0.435,0.795
Justin McClanahan,437.000,5.700,25.900,0.261,0.328,0.420,0.748
Justin Miller,474.000,7.600,21.300,0.245,0.314,0.395,0.710
Justin O'Conner,439.000,7.100,25.300,0.233,0.290,0.381,0.671
Justin Parker,379.000,12.900,20.300,0.252,0.349,0.373,0.722
Justin Reed,460.000,8.300,29.800,0.239,0.311,0.383,0.693
Justin Seager,436.000,8.000,23.200,0.240,0.319,0.303,0.622
Justin Sellers,495.000,11.700,13.100,0.241,0.346,0.338,0.685
Justin Snyder,584.000,11.600,16.300,0.288,0.371,0.407,0.777
Justin Trapp,530.000,8.700,21.700,0.272,0.352,0.430,0.783
Justin Turner,516.000,7.600,14.000,0.311,0.374,0.446,0.820
Justin Twine,433.906,2.918,26.080,0.225,0.268,0.321,0.589
Justin Upton,501.000,10.400,19.200,0.263,0.343,0.413,0.757
Justin Williams,406.000,3.200,18.700,0.284,0.308,0.413,0.721
K.C. Herren,519.000,11.800,15.400,0.276,0.364,0.435,0.799
K.C. Hobson,551.537,10.646,14.308,0.263,0.341,0.383,0.724
K.J. Woods,439.000,10.300,30.300,0.277,0.364,0.496,0.861
Kale Kiser,438.000,8.000,14.800,0.234,0.312,0.328,0.640
Karexon Sanchez,512.444,10.554,24.865,0.240,0.337,0.392,0.729
Kean Wong,454.000,5.900,16.100,0.306,0.347,0.370,0.717
Keanon Simon,381.000,7.900,18.900,0.242,0.310,0.327,0.636
Kel Jones,418.000,10.000,18.400,0.251,0.333,0.351,0.684
Kelby Tomlinson,520.000,10.200,20.200,0.224,0.309,0.269,0.578
Kellen Sweeney,398.000,10.100,23.600,0.185,0.269,0.284,0.553
Kelly Dugan,498.000,9.600,24.500,0.300,0.387,0.470,0.857
Kelvin Beltre,477.000,9.900,20.100,0.253,0.328,0.362,0.690
Kelvin Castro,477.000,6.300,20.100,0.224,0.274,0.307,0.581
Kelvin De Leon,493.000,6.500,29.800,0.221,0.282,0.369,0.651
Kelvin Gutierrez,417.000,7.000,15.600,0.300,0.349,0.406,0.755
Kenny Holmberg,489.000,14.300,15.700,0.278,0.386,0.444,0.830
Kenny Wilson,408.070,10.687,23.428,0.227,0.332,0.310,0.642
Kent Sakamoto,502.000,6.200,17.500,0.280,0.334,0.451,0.785
Keon Broxton,603.000,10.800,28.500,0.228,0.316,0.360,0.675
Ketel Marte,406.000,3.700,9.600,0.304,0.330,0.370,0.700
Keury De La Cruz,506.000,5.100,20.000,0.308,0.352,0.536,0.888
Kevan Smith,379.000,6.600,16.400,0.282,0.344,0.421,0.765
Kevin Ahrens,514.000,8.800,26.300,0.259,0.329,0.367,0.696
Kevin Clark,464.000,11.600,29.300,0.262,0.348,0.453,0.801
Kevin Coddington,399.000,6.000,15.300,0.278,0.329,0.369,0.698
Kevin Josephina,465.000,4.700,19.800,0.247,0.283,0.312,0.596
Kevin Kiermaier,459.000,8.100,21.600,0.241,0.316,0.338,0.654
Kevin Mattison,408.000,7.800,19.900,0.250,0.323,0.422,0.746
Kevin Moesquit,469.000,9.200,14.900,0.237,0.315,0.295,0.611
Kevin Padlo,509.000,15.500,26.300,0.229,0.358,0.413,0.771
Kevin Patterson,424.290,11.366,27.366,0.230,0.322,0.446,0.768
Kevin Pillar,375.000,9.300,14.100,0.322,0.390,0.451,0.841
Kevonte Mitchell,459.000,8.300,23.500,0.245,0.316,0.397,0.713
Khalil Lee,532.000,12.200,32.100,0.237,0.344,0.430,0.774
Khris Davis,555.000,13.900,21.600,0.280,0.398,0.499,0.897
Kiel Roling,388.000,10.100,23.700,0.331,0.401,0.593,0.994
Kieron Pope,421.000,5.000,33.000,0.232,0.302,0.384,0.685
Koby Clemens,484.000,11.000,23.100,0.252,0.344,0.412,0.755
Kodie Tidwell,389.000,13.600,25.400,0.242,0.351,0.340,0.691
Kody Eaves,587.000,4.900,24.200,0.268,0.308,0.415,0.724
Kody Hinze,536.000,12.900,23.900,0.277,0.377,0.465,0.842
Kody Kaiser,446.000,10.100,25.600,0.260,0.342,0.436,0.779
Kris Harvey,395.000,6.100,20.800,0.245,0.291,0.428,0.719
Kristian Brito,421.000,6.400,30.900,0.219,0.264,0.323,0.587
Kristian Trompiz,443.000,4.500,19.200,0.251,0.285,0.367,0.652
Kristopher Negron,467.000,9.900,20.800,0.226,0.325,0.295,0.620
Kuo Hui Lo,410.000,11.000,21.000,0.288,0.368,0.419,0.787
Kurt Hoekstra,454.000,7.500,21.100,0.255,0.313,0.354,0.668
Kurt Mertins,508.000,9.800,18.700,0.249,0.335,0.333,0.668
Kyle Anson,390.000,12.600,12.300,0.272,0.365,0.359,0.724
Kyle Barrett,393.000,6.400,17.000,0.282,0.333,0.345,0.678
Kyle Colligan,391.000,6.600,18.200,0.284,0.348,0.445,0.793
Kyle Gaedele,476.000,11.100,24.800,0.258,0.351,0.398,0.749
Kyle Hudson,458.000,10.700,18.600,0.284,0.365,0.314,0.679
Kyle Jensen,529.000,8.500,22.500,0.272,0.342,0.447,0.789
Kyle Kubitza,531.000,13.700,23.900,0.239,0.349,0.393,0.742
Kyle Nowlin,490.000,14.100,27.100,0.248,0.357,0.394,0.751
Kyle Parker,516.000,9.300,25.800,0.285,0.367,0.483,0.850
Kyle Peter,465.000,12.300,17.200,0.263,0.359,0.295,0.654
Kyle Russell,563.000,12.800,32.000,0.272,0.371,0.545,0.916
Kyle Skipworth,436.000,7.300,30.300,0.249,0.312,0.426,0.738
Kyle Smith,389.000,6.700,25.200,0.246,0.313,0.326,0.638
Kyle Tucker,428.000,9.300,17.500,0.276,0.348,0.402,0.750
Kyle Waldrop,469.000,8.100,16.400,0.284,0.346,0.421,0.767
Kyler Burke,555.000,14.100,17.800,0.303,0.405,0.505,0.911
Kyri Washington,425.000,7.800,28.500,0.262,0.323,0.487,0.810
L.J. Hoes,465.000,4.900,17.200,0.260,0.299,0.318,0.617
Lance Durham,488.000,12.300,27.900,0.235,0.336,0.432,0.768
Lance Ray,539.000,10.200,24.500,0.253,0.335,0.432,0.767
Lance Zawadzki,520.000,10.400,19.400,0.273,0.352,0.399,0.751
Larry Cobb,473.000,9.300,16.900,0.273,0.352,0.441,0.793
Larry Greene,457.000,12.000,35.700,0.213,0.306,0.303,0.609
Lars Anderson,533.000,13.300,21.000,0.288,0.385,0.443,0.828
Leandro Castro,556.000,6.100,16.500,0.257,0.305,0.406,0.712
Lee Cruz,439.000,3.400,13.000,0.277,0.308,0.448,0.756
Lee Haydel,568.000,5.600,18.800,0.295,0.337,0.366,0.703
Leighton Pangilinan,497.000,7.600,25.600,0.225,0.299,0.342,0.641
Leivi Ventura,508.337,8.571,20.536,0.237,0.316,0.351,0.666
Leo Castillo,457.000,4.200,19.300,0.216,0.254,0.318,0.572
Leobaldo Pina,409.000,6.800,18.800,0.245,0.299,0.347,0.646
Leody Taveras,577.000,8.100,15.900,0.249,0.312,0.360,0.672
Leon Landry,552.000,6.700,12.100,0.250,0.307,0.360,0.667
Leonard Davis,385.000,6.500,22.300,0.290,0.344,0.534,0.878
Leonardo Gil,481.000,5.400,22.200,0.252,0.296,0.428,0.724
Leonardo Reginatto,466.000,9.200,12.400,0.325,0.388,0.393,0.781
Leury Garcia,392.000,5.900,14.500,0.262,0.307,0.323,0.630
Lewin Diaz,508.000,4.900,15.700,0.292,0.329,0.444,0.773
Lewis Brinson,503.000,9.500,38.000,0.237,0.322,0.427,0.749
Leyson Septimo,586.000,6.100,19.100,0.251,0.310,0.346,0.656
Li-Jen Chu,518.000,7.700,17.600,0.269,0.338,0.426,0.764
Logan Landon,456.000,8.600,25.900,0.263,0.327,0.389,0.717
Logan Morrison,513.000,9.400,18.700,0.267,0.343,0.483,0.827
